street,ward,district,city,size,property_legal_document,bed_rooms,toilets,floors,price,house_type
Minh Mạng,Hòa Quý,Ngũ Hành Sơn,Đà Nẵng,100.0,1,3,2,2,4.8,1
Nguyễn Phước Nguyên,An Khê,Thanh Khê,Đà Nẵng,80.0,1,4,4,3,5.95,1
Hòa Minh 20,Hòa Minh,Liên Chiểu,Đà Nẵng,72.0,1,4,4,3,5.2,1
Trần Nguyên Đán,Hòa Minh,Liên Chiểu,Đà Nẵng,95.0,1,3,3,3,6.3,1
Lê Văn Thịnh,Hòa Minh,Liên Chiểu,Đà Nẵng,75.0,1,2,2,2,3.55,1
Trường Chinh,Hòa Phát,Cẩm Lệ,Đà Nẵng,42.0,1,2,2,2,2.64,1
Lý Nhân Tông,Khuê Trung,Cẩm Lệ,Đà Nẵng,92.0,1,3,3,3,8.6,1
Lê Anh Xuân,Hòa Cường Nam,Hải Châu,Đà Nẵng,68.0,1,3,3,3,5.25,1
Nguyễn Đăng Đạo,Hòa Cường Bắc,Hải Châu,Đà Nẵng,81.0,1,3,2,4,7.5,1
Núi Thành,Hòa Cường Bắc,Hải Châu,Đà Nẵng,65.0,1,3,3,3,8.5,1
Lý Chính Thắng,Hòa Minh,Liên Chiểu,Đà Nẵng,90.0,1,3,2,2,5.4,1
Đoàn Ngọc Nhạc,Hòa Xuân,Cẩm Lệ,Đà Nẵng,100.0,1,1,1,3,3.25,1
Nguyễn Chích,Hòa Minh,Liên Chiểu,Đà Nẵng,82.0,1,3,2,3,3.9,1
Bùi Tấn Diên,Hòa An,Cẩm Lệ,Đà Nẵng,105.0,1,4,3,3,5.95,1
Tôn Thất Thuyết,Khuê Trung,Cẩm Lệ,Đà Nẵng,85.0,1,3,3,3,6.5,1
Bình An 2,Hòa Cường Bắc,Hải Châu,Đà Nẵng,60.0,1,3,2,3,5.9,1
Nguyễn Công Hoan,Hòa An,Cẩm Lệ,Đà Nẵng,87.0,1,3,3,2,4.6,1
Lý Thái Tông,Thanh Khê Đông,Thanh Khê,Đà Nẵng,85.0,1,3,3,3,8.7,1
Nguyễn Khang,Hòa Khê,Thanh Khê,Đà Nẵng,101.0,1,3,2,3,5.99,1
Bàu Tràm 3,Khuê Trung,Cẩm Lệ,Đà Nẵng,74.0,1,3,3,2,5.5,1
Bùi Tấn Diên,Hòa An,Cẩm Lệ,Đà Nẵng,105.0,1,3,3,3,4.95,1
Điện Biên Phủ,Thanh Khê Đông,Thanh Khê,Đà Nẵng,161.0,1,5,4,3,22.5,1
Phan Khoang,Hòa An,Cẩm Lệ,Đà Nẵng,100.0,1,2,2,2,3.45,1
Hòa Minh 20,Hòa Minh,Liên Chiểu,Đà Nẵng,75.0,1,2,2,2,3.45,1
Diệp Minh Châu,Hòa Xuân,Cẩm Lệ,Đà Nẵng,100.0,1,3,3,3,6.5,1
Hòa An,Hòa An,Cẩm Lệ,Đà Nẵng,108.0,1,2,2,2,3.2,1
Đặng Tất,Hòa Khánh Bắc,Liên Chiểu,Đà Nẵng,81.0,1,3,3,3,4.45,1
Hòa Mỹ 4,Hòa Minh,Liên Chiểu,Đà Nẵng,70.0,1,3,2,2,3.55,1
Phạm Như Xương,Hòa Khánh Nam,Liên Chiểu,Đà Nẵng,85.0,1,2,2,2,3.98,1
Dũng Sĩ Thanh Khê,Thanh Khê Tây,Thanh Khê,Đà Nẵng,87.0,1,3,3,3,9.8,1
Đặng Huy Trứ,Hòa Minh,Liên Chiểu,Đà Nẵng,103.0,1,5,4,3,8.9,1
Phần Lăng 17,Hòa Khê,Thanh Khê,Đà Nẵng,85.0,1,3,2,2,4.6,1
Nguyễn Thị Thập,Hòa Minh,Liên Chiểu,Đà Nẵng,70.0,1,3,2,2,4.75,1
Nguyễn Công Hoan,Hòa An,Cẩm Lệ,Đà Nẵng,92.0,1,2,2,2,3.6,1
Nguyễn Phước Nguyên,An Khê,Thanh Khê,Đà Nẵng,80.0,1,3,3,3,6.5,1
Nguyễn Công Hoan,Hòa An,Cẩm Lệ,Đà Nẵng,245.0,1,4,3,2,10.0,1
Nguyễn Giản Thanh,Hòa Khê,Thanh Khê,Đà Nẵng,92.0,1,2,2,2,4.4,1
Bắc Sơn,Hòa An,Cẩm Lệ,Đà Nẵng,125.0,1,3,3,2,7.1,1
Nguyễn Văn Huề,Thanh Khê Tây,Thanh Khê,Đà Nẵng,60.0,1,2,2,3,3.55,1
Kỳ Đồng,Thanh Khê Đông,Thanh Khê,Đà Nẵng,95.0,1,3,2,3,8.6,1
Dũng Sĩ Thanh Khê,Thanh Khê Tây,Thanh Khê,Đà Nẵng,87.0,1,3,3,2,4.7,1
Yên Khê 2,Thanh Khê Đông,Thanh Khê,Đà Nẵng,40.0,1,3,3,3,4.8,1
Cách Mạng Tháng 8,Hòa Thọ Đông,Cẩm Lệ,Đà Nẵng,101.0,1,4,3,2,7.2,1
Nguyễn Phước Nguyên,An Khê,Thanh Khê,Đà Nẵng,50.0,1,3,2,3,4.3,1
Nguyễn Thúy,Hòa Minh,Liên Chiểu,Đà Nẵng,85.0,1,3,2,2,4.38,1
Đá Mọc 1,Hòa Minh,Liên Chiểu,Đà Nẵng,87.0,1,2,2,2,3.0,1
An Thượng 14,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,52.0,1,2,2,2,5.39,1
Hà Huy Tập,Hòa Khê,Thanh Khê,Đà Nẵng,75.0,1,3,3,3,11.0,1
Trần Văn Ơn,Hòa An,Cẩm Lệ,Đà Nẵng,100.0,1,3,2,2,4.8,1
Đoàn Trần Nghiệp,Hòa Khánh Bắc,Liên Chiểu,Đà Nẵng,100.0,1,3,2,3,6.5,1
Nguyễn Hoàng,Hải Châu,Hải Châu,Đà Nẵng,54.0,1,3,2,3,8.7,1
Nhơn Hoà 19,Hòa An,Cẩm Lệ,Đà Nẵng,112.0,1,3,2,2,3.3,1
Xuân Thiều 9,Hòa Hiệp Nam,Liên Chiểu,Đà Nẵng,72.0,1,2,2,2,2.95,1
Lê Sát,Hòa Cường Nam,Hải Châu,Đà Nẵng,19.0,1,5,6,3,7.8,1
Thanh Lương 17,Hòa Xuân,Cẩm Lệ,Đà Nẵng,100.0,1,4,3,3,6.65,1
Bế Văn Đàn,Thạc Gián,Thanh Khê,Đà Nẵng,86.0,1,3,2,3,6.8,1
Cồn Dầu 2,Hòa Xuân,Cẩm Lệ,Đà Nẵng,100.0,1,3,3,2,3.85,1
Nguyễn Khoa Chiêm,Hòa Thọ Đông,Cẩm Lệ,Đà Nẵng,110.0,1,3,3,2,4.3,1
Nguyễn Hoàng,Vĩnh Trung,Thanh Khê,Đà Nẵng,54.0,1,3,2,3,8.7,1
Huỳnh Ngọc Huệ,Hòa Khê,Thanh Khê,Đà Nẵng,100.0,1,3,2,2,8.7,1
3 Tháng 2,Thuận Phước,Hải Châu,Đà Nẵng,68.0,1,4,4,4,17.0,1
Nguyễn Tất Thành,Tam Thuận,Thanh Khê,Đà Nẵng,125.0,1,3,3,3,12.9,1
Tôn Đản,Hòa An,Cẩm Lệ,Đà Nẵng,102.0,1,3,2,3,2.8,1
Tố Hữu,Hòa Cường Bắc,Hải Châu,Đà Nẵng,100.0,1,3,3,3,8.8,1
An Thượng 14,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,52.0,1,3,2,2,5.39,1
Nguyễn Đức Trung,Thanh Khê Đông,Thanh Khê,Đà Nẵng,100.0,1,5,4,5,11.0,1
Hà Huy Tập,Hòa Khê,Thanh Khê,Đà Nẵng,57.0,1,4,3,4,7.555,1
Lê Bá Trinh,Hòa Cường Bắc,Hải Châu,Đà Nẵng,56.0,1,3,3,3,6.5,1
Lê Đình Kỵ,Hòa An,Cẩm Lệ,Đà Nẵng,148.0,1,3,3,3,6.2,1
Nguyễn Khuyến,Hòa Khánh Nam,Liên Chiểu,Đà Nẵng,115.0,1,5,5,2,4.2,1
Cách Mạng Tháng 8,Khuê Trung,Cẩm Lệ,Đà Nẵng,132.1,1,4,2,3,10.568,1
Phan Đăng Lưu,Hòa Cường Bắc,Hải Châu,Đà Nẵng,100.0,1,4,4,3,16.3,1
Hoàng Diệu,Hòa Thuận Tây,Hải Châu,Đà Nẵng,122.0,1,3,2,3,3.7,1
Lương Ngọc Quyến,Thanh Bình,Hải Châu,Đà Nẵng,76.2,1,4,3,4,12.5,1
Nguyễn Văn Thoại,Bắc Mỹ An,Ngũ Hành Sơn,Đà Nẵng,126.0,1,4,4,2,7.55,1
Núi Thành,Hòa Cường Bắc,Hải Châu,Đà Nẵng,195.0,1,5,6,4,22.5,1
Núi Thành,Hòa Thuận Đông,Hải Châu,Đà Nẵng,161.0,9,2,2,2,21.5,1
Nguyễn Sơn,Hòa Cường Nam,Hải Châu,Đà Nẵng,100.0,1,4,4,3,6.7,1
Nguyễn Thành Ý,Hòa Cường Nam,Hải Châu,Đà Nẵng,76.5,1,5,7,3,5.8,1
Nguyễn Tất Thành,Xuân Hà,Thanh Khê,Đà Nẵng,125.0,1,4,4,5,16.0,1
Lê Văn Đức,Hòa Cường Nam,Hải Châu,Đà Nẵng,90.0,1,6,6,3,5.8,1
Hà Huy Giáp,Hòa Cường Nam,Hải Châu,Đà Nẵng,84.2,1,3,3,3,5.5,1
Huy CậN,Hòa Cường Nam,Hải Châu,Đà Nẵng,100.0,1,3,2,3,7.5,1
Phạm Phú Thứ,Hải Châu 1,Hải Châu,Đà Nẵng,58.0,1,5,4,4,16.0,1
Thạch Lam,Phước Mỹ,Sơn Trà,Đà Nẵng,170.0,1,7,7,3,11.5,1
Thái Thị Bôi,Chính Gián,Thanh Khê,Đà Nẵng,112.0,1,4,4,3,8.0,1
Phạm Hùng,Hòa Phước,Hoà Vang,Đà Nẵng,100.0,1,2,2,2,2.55,1
An Thượng 16,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,60.0,1,3,2,2,5.2,1
Mê Linh,Hòa Hiệp Nam,Liên Chiểu,Đà Nẵng,125.0,1,4,4,4,5.7,1
Phùng Hưng,Hòa Minh,Liên Chiểu,Đà Nẵng,85.0,1,3,3,3,5.45,1
An Thượng 1,Bắc Mỹ An,Ngũ Hành Sơn,Đà Nẵng,68.0,1,3,2,5,13.8,1
An Thượng 16,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,60.0,1,3,2,2,5.39,1
Nguyễn Lương Bằng,Hòa Khánh Bắc,Liên Chiểu,Đà Nẵng,123.3,1,3,3,3,8.5,1
Nguyễn Văn Huyên,Khuê Trung,Cẩm Lệ,Đà Nẵng,70.0,1,3,2,2,2.6,1
Nguyễn Hàng,Hòa Thọ Đông,Cẩm Lệ,Đà Nẵng,80.0,1,3,2,2,3.37,1
Đại Lộ Thăng Long,Hòa Thọ Tây,Cẩm Lệ,Đà Nẵng,120.0,1,4,3,2,2.2,1
Nguyễn Phước Tần,Hòa Thọ Đông,Cẩm Lệ,Đà Nẵng,100.0,1,5,4,3,5.0,1
Lê Đại Hành,Khuê Trung,Cẩm Lệ,Đà Nẵng,100.0,1,5,4,3,5.3,1
Lương Định Của,Khuê Trung,Cẩm Lệ,Đà Nẵng,120.0,1,5,4,4,9.2,1
Trần Huấn,Khuê Trung,Cẩm Lệ,Đà Nẵng,80.0,1,4,3,3,5.5,1
Hoàng Đạo Thúy,Khuê Trung,Cẩm Lệ,Đà Nẵng,10.0,1,4,3,3,5.09,1
Bùi Công Trừng,Khuê Trung,Cẩm Lệ,Đà Nẵng,110.0,1,4,3,2,4.85,1
Cách Mạng Tháng 8,Hòa Thọ Đông,Cẩm Lệ,Đà Nẵng,90.0,1,3,2,2,2.9,1
Nguyễn Hàng,Hòa Thọ Đông,Cẩm Lệ,Đà Nẵng,140.0,1,7,6,4,5.9,1
An Cư 5,An Hải Bắc,Sơn Trà,Đà Nẵng,265.0,1,4,3,2,18.1,1
Hồ Nguyên Trừng,Khuê Trung,Cẩm Lệ,Đà Nẵng,130.0,1,5,4,3,4.0,1
Tôn Đản,Hòa Phát,Cẩm Lệ,Đà Nẵng,120.0,9,3,2,2,5.5,1
Nguyễn Hàng,Hòa Thọ Đông,Cẩm Lệ,Đà Nẵng,120.0,1,8,8,3,5.7,1
Nguyễn Khoa Chiêm,Hòa An,Cẩm Lệ,Đà Nẵng,110.0,1,4,3,3,5.0,1
Nguyễn Phước Tần,Khuê Trung,Cẩm Lệ,Đà Nẵng,120.0,1,5,4,3,4.5,1
An Nhơn,An Hải Bắc,Sơn Trà,Đà Nẵng,61.0,1,5,5,4,5.8,1
An Nhơn,An Hải Bắc,Sơn Trà,Đà Nẵng,60.0,1,5,4,4,5.9,1
An Nhơn,An Hải Bắc,Sơn Trà,Đà Nẵng,58.0,1,2,2,3,5.5,1
Ông Ích Đường,Hòa Thọ Đông,Cẩm Lệ,Đà Nẵng,100.0,1,2,1,3,2.91,1
Cách Mạng Tháng 8,Hòa Thọ Đông,Cẩm Lệ,Đà Nẵng,120.0,1,5,4,4,5.9,1
Bùi Vịnh,Khuê Trung,Cẩm Lệ,Đà Nẵng,120.0,1,5,4,3,4.9,1
Cẩm Bắc 9,Khuê Trung,Cẩm Lệ,Đà Nẵng,110.0,1,5,4,3,4.85,1
Ông Ích Đường,Hòa Thọ Đông,Cẩm Lệ,Đà Nẵng,298.0,1,3,2,2,7.5,1
Nguyễn Hàng,Hòa Thọ Đông,Cẩm Lệ,Đà Nẵng,90.0,1,3,2,2,2.45,1
Võ Văn Kiệt,Phước Mỹ,Sơn Trà,Đà Nẵng,100.0,1,4,3,3,4.85,1
Hoàng Ngọc Phách,Khuê Trung,Cẩm Lệ,Đà Nẵng,100.0,1,4,3,3,4.8,1
Hòa An,Hòa An,Cẩm Lệ,Đà Nẵng,90.0,1,3,2,2,5.7,1
Hòa An,Hòa An,Cẩm Lệ,Đà Nẵng,87.0,1,3,2,2,5.8,1
An Nhơn,An Hải Bắc,Sơn Trà,Đà Nẵng,60.0,1,5,5,4,5.85,1
An Nhơn,An Hải Bắc,Sơn Trà,Đà Nẵng,64.0,1,5,5,4,5.9,1
Hòa An,Hòa An,Cẩm Lệ,Đà Nẵng,120.0,1,2,2,3,4.7,1
Phạm Tu,An Hải Bắc,Sơn Trà,Đà Nẵng,60.0,1,4,3,3,5.5,1
Núi Thành,Hòa Cường Bắc,Hải Châu,Đà Nẵng,158.0,1,10,5,3,11.55,1
Lê Trọng Tấn,Khuê Trung,Cẩm Lệ,Đà Nẵng,55.0,1,3,3,3,4.9,1
Xuân Thiều 10,Hòa Khánh Bắc,Liên Chiểu,Đà Nẵng,150.0,1,4,4,3,4.29,1
Đỗ Bá,Bắc Mỹ An,Ngũ Hành Sơn,Đà Nẵng,170.0,1,4,3,3,18.2,1
Nguyễn Tri Phương,Vĩnh Trung,Thanh Khê,Đà Nẵng,188.0,1,2,1,3,14.9,1
Lê Thiệt,Hòa Minh,Liên Chiểu,Đà Nẵng,72.0,1,3,3,3,3.65,1
Nguyễn Huy Lượng,Thanh Khê Đông,Thanh Khê,Đà Nẵng,60.0,1,3,2,2,3.95,1
Điện Biên Phủ,Thanh Khê Đông,Thanh Khê,Đà Nẵng,35.0,1,2,2,2,6.5,1
Tô Hiệu,Hòa Minh,Liên Chiểu,Đà Nẵng,90.0,1,3,3,2,5.3,1
Bàu Tràm 3,Khuê Trung,Cẩm Lệ,Đà Nẵng,74.5,1,3,3,2,5.5,1
Hoàng Tích Trí,Thuận Phước,Hải Châu,Đà Nẵng,56.0,1,3,3,3,5.6,1
Trần Huấn,Khuê Trung,Cẩm Lệ,Đà Nẵng,130.0,1,3,4,3,5.6,1
Lý Nhật Quang,Nại Hiên Đông,Sơn Trà,Đà Nẵng,162.0,1,3,5,3,13.5,1
Phan Khoang,Hòa An,Cẩm Lệ,Đà Nẵng,152.0,1,2,1,2,6.5,1
Lý Triện,An Khê,Thanh Khê,Đà Nẵng,105.0,1,2,2,3,7.0,1
Lý Triện,An Khê,Thanh Khê,Đà Nẵng,105.0,1,2,1,2,7.0,1
Hồ Xuân Hương,Khuê Mỹ,Ngũ Hành Sơn,Đà Nẵng,600.0,1,15,15,7,18.0,1
Điện Biên Phủ,Thanh Khê Đông,Thanh Khê,Đà Nẵng,98.5,1,5,4,5,16.0,1
Hòa An,Hòa An,Cẩm Lệ,Đà Nẵng,100.0,1,3,2,3,5.0,1
Nguyễn Lương Bằng,Hòa Hiệp Nam,Liên Chiểu,Đà Nẵng,130.0,1,2,2,2,6.0,1
Lê Huy Cát,Khuê Mỹ,Ngũ Hành Sơn,Đà Nẵng,100.0,1,3,4,3,6.5,1
Trần Quý Khoách,Hòa Minh,Liên Chiểu,Đà Nẵng,180.0,1,4,4,3,7.3,1
Hồ Tùng Mậu,Hòa Minh,Liên Chiểu,Đà Nẵng,72.0,1,4,4,3,5.2,1
Ông Ích Đường,Hòa Thọ Đông,Cẩm Lệ,Đà Nẵng,234.0,1,6,5,2,6.8,1
Hà Bổng,Phước Mỹ,Sơn Trà,Đà Nẵng,76.5,1,5,6,6,11.9,1
Đỗ Bá,Khuê Mỹ,Ngũ Hành Sơn,Đà Nẵng,70.0,1,4,4,3,15.0,1
Tôn Thất Tùng,Thạc Gián,Thanh Khê,Đà Nẵng,90.0,1,3,4,3,7.5,1
Hải Hồ,Thạch Thang,Hải Châu,Đà Nẵng,80.0,1,3,2,3,8.8,1
Võ Chí Công,Hòa Quý,Ngũ Hành Sơn,Đà Nẵng,122.5,1,4,3,4,0.051,1
Trần Cao Vân,Tam Thuận,Thanh Khê,Đà Nẵng,50.0,1,3,3,3,3.9,1
Đinh Thị Hòa,An Hải Bắc,Sơn Trà,Đà Nẵng,53.0,1,3,3,4,6.5,1
An Hải Đông 1,An Hải Đông,Sơn Trà,Đà Nẵng,96.0,1,11,11,5,11.9,1
Hải Hồ,Thanh Bình,Hải Châu,Đà Nẵng,80.0,1,4,4,4,9.0,1
Tống Phước Phổ,Hòa Cường Nam,Hải Châu,Đà Nẵng,70.0,1,3,3,2,7.5,1
Phạm Phú Tiết,Khuê Trung,Cẩm Lệ,Đà Nẵng,94.0,1,3,3,2,6.8,1
An Trung 1,An Hải Tây,Sơn Trà,Đà Nẵng,60.0,1,3,2,2,4.7,1
Chơn Tâm,Hòa Khánh Nam,Liên Chiểu,Đà Nẵng,132.0,1,3,2,2,4.2,1
Đỗ Bá,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,70.0,1,4,3,3,15.0,1
Nguyễn Văn Thoại,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,240.0,1,15,20,9,79.0,1
Hà Huy Tập,Hòa Khê,Thanh Khê,Đà Nẵng,320.0,9,2,2,2,29.0,1
Trương Định,Mân Thái,Sơn Trà,Đà Nẵng,140.0,1,2,2,2,12.0,1
Tố Hữu,Hòa Cường Nam,Hải Châu,Đà Nẵng,72.0,9,8,8,4,6.3,1
Dương Văn An,Mân Thái,Sơn Trà,Đà Nẵng,75.0,9,3,3,3,4.9,1
Châu Văn Liêm,Thuận Phước,Hải Châu,Đà Nẵng,70.0,9,4,4,3,6.2,1
3 Tháng 2,Thuận Phước,Hải Châu,Đà Nẵng,45.0,1,3,3,3,7.9,1
Võ An Ninh,Hòa Xuân,Cẩm Lệ,Đà Nẵng,160.0,1,4,4,2,10.0,1
Nguyễn Đức Cảnh,Thuận Phước,Hải Châu,Đà Nẵng,60.0,1,6,5,4,5.5,1
An Đồn 5,An Hải Bắc,Sơn Trà,Đà Nẵng,200.0,9,32,33,9,50.0,1
Yên Khê 2,Thanh Khê Đông,Thanh Khê,Đà Nẵng,80.0,1,5,3,3,6.0,1
2 Tháng 9,Nam Dương,Hải Châu,Đà Nẵng,62.0,1,9,10,4,2.2,1
Âu Cơ,Hòa Khánh Bắc,Liên Chiểu,Đà Nẵng,250.0,9,4,2,4,9.0,1
Nguyễn Phong Sắc,Hòa Thọ Đông,Cẩm Lệ,Đà Nẵng,100.0,1,3,3,2,4.85,1
Võ Văn Kiệt,Nại Hiên Đông,Sơn Trà,Đà Nẵng,180.0,1,3,2,3,10.0,1
Dương Quảng Hàm,Khuê Trung,Cẩm Lệ,Đà Nẵng,72.0,1,3,2,3,5.9,1
An Dương Vương,Bắc Mỹ An,Ngũ Hành Sơn,Đà Nẵng,150.0,1,3,4,2,25.0,1
Thăng Long,Hòa Thọ Đông,Cẩm Lệ,Đà Nẵng,100.0,9,3,3,2,4.85,1
Dương Khuê,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,100.0,1,7,9,5,16.0,1
Bà Huyện Thanh Quan,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,400.0,1,3,4,2,40.0,1
Lý Thái Tổ,Thạc Gián,Thanh Khê,Đà Nẵng,105.0,1,2,2,3,4.5,1
Phan Thanh,Thạc Gián,Thanh Khê,Đà Nẵng,75.0,1,3,1,2,4.8,1
2 Tháng 9,Hòa Cường Nam,Hải Châu,Đà Nẵng,300.0,1,2,2,1,63.0,1
Đỗ Bá,Bắc Mỹ An,Ngũ Hành Sơn,Đà Nẵng,70.0,1,5,4,3,14.99,1
An Thượng 1,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,162.0,1,40,50,9,52.0,1
Lý Nhật Quang,Mân Thái,Sơn Trà,Đà Nẵng,400.0,1,26,30,7,35.0,1
Đặng Đình Vân,An Khê,Thanh Khê,Đà Nẵng,70.0,1,4,3,3,4.7,1
Nguyễn Đổng Chi,Hòa Cường Bắc,Hải Châu,Đà Nẵng,80.0,1,3,3,3,7.8,1
An Thượng 17,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,75.0,1,3,2,2,7.2,1
Trường Sơn,Hòa Thọ Tây,Cẩm Lệ,Đà Nẵng,105.0,1,3,3,3,4.25,1
An Thượng 17,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,60.0,1,6,4,4,9.0,1
Yên Thế,Hòa An,Cẩm Lệ,Đà Nẵng,90.0,1,4,4,3,5.5,1
Lê Thạch,Hòa An,Cẩm Lệ,Đà Nẵng,100.0,1,3,3,3,4.3,1
Trịnh Đình Thảo,Khuê Trung,Cẩm Lệ,Đà Nẵng,70.0,1,2,1,2,3.67,1
Điện Biên Phủ,Hòa Khê,Thanh Khê,Đà Nẵng,200.0,1,4,4,3,4.0,1
Trần Cao Vân,Xuân Hà,Thanh Khê,Đà Nẵng,106.0,1,2,2,2,15.9,1
Hoàng Diệu,Bình Hiên,Hải Châu,Đà Nẵng,170.0,1,3,2,4,34.0,1
Nguyễn Thị Minh Khai,Hải Châu 1,Hải Châu,Đà Nẵng,675.8,1,5,4,2,121.5,1
Nại Hiên Đông 15,Nại Hiên Đông,Sơn Trà,Đà Nẵng,72.0,1,3,2,2,3.8,1
Lê Thiệt,Hòa Minh,Liên Chiểu,Đà Nẵng,72.0,1,3,2,3,3.7,1
Nguyễn Lữ,Khuê Mỹ,Ngũ Hành Sơn,Đà Nẵng,270.0,1,4,4,2,16.0,1
Đặng Thai Mai,Chính Gián,Thanh Khê,Đà Nẵng,128.0,1,3,2,3,13.6,1
Võ Nguyên Giáp,Bắc Mỹ An,Ngũ Hành Sơn,Đà Nẵng,140.0,1,3,3,3,29.4,1
An Thượng 36,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,73.5,1,9,9,5,14.5,1
Lương Ngọc Quyến,Thanh Bình,Hải Châu,Đà Nẵng,140.0,1,4,3,2,13.5,1
Nguyễn Văn Linh,Nam Dương,Hải Châu,Đà Nẵng,117.0,1,10,10,8,47.5,1
Hồ Xuân Hương,Khuê Mỹ,Ngũ Hành Sơn,Đà Nẵng,90.0,1,12,12,5,16.0,1
Lê Thanh Nghị,Hòa Cường Nam,Hải Châu,Đà Nẵng,128.0,1,4,4,4,15.5,1
Lê Duẩn,Hải Châu 1,Hải Châu,Đà Nẵng,170.0,1,3,2,4,32.0,1
Điện Biên Phủ,Chính Gián,Thanh Khê,Đà Nẵng,100.0,1,4,4,3,18.5,1
Hà Huy Tập,An Khê,Thanh Khê,Đà Nẵng,72.0,1,1,1,3,8.8,1
Cồn Dầu 1,Hòa Xuân,Cẩm Lệ,Đà Nẵng,100.0,1,4,4,3,5.095,1
Trần Nguyên Đán,Hòa Minh,Liên Chiểu,Đà Nẵng,80.0,1,4,3,3,6.3,1
An Hải 10,Mân Thái,Sơn Trà,Đà Nẵng,51.0,1,2,2,2,3.05,1
Nguyễn Phước Nguyên,An Khê,Thanh Khê,Đà Nẵng,145.0,1,2,1,3,6.5,1
Lê Duẩn,Tân Chính,Thanh Khê,Đà Nẵng,95.0,1,6,5,4,26.5,1
Yên Bái,Phước Ninh,Hải Châu,Đà Nẵng,156.0,1,3,3,3,23.5,1
Điện Biên Phủ,Thanh Khê Đông,Thanh Khê,Đà Nẵng,151.0,1,6,4,5,28.5,1
Nguyễn Đức Trung,Hòa Khê,Thanh Khê,Đà Nẵng,133.0,1,3,3,3,19.5,1
Đống Đa,Thuận Phước,Hải Châu,Đà Nẵng,450.0,1,1,1,3,64.0,1
Đống Đa,Thuận Phước,Hải Châu,Đà Nẵng,56.0,1,4,3,4,14.5,1
Phan Thúc Duyện,Bắc Mỹ An,Ngũ Hành Sơn,Đà Nẵng,99.0,1,17,17,6,13.9,1
Khúc Hạo,Nại Hiên Đông,Sơn Trà,Đà Nẵng,125.0,1,1,1,3,6.5,1
Hoàng Diệu,Bình Thuận,Hải Châu,Đà Nẵng,79.0,1,5,3,3,16.0,1
Dương Đức Hiền,Hòa Minh,Liên Chiểu,Đà Nẵng,70.0,1,3,3,2,4.25,1
Tôn Thất Tùng,Vĩnh Trung,Thanh Khê,Đà Nẵng,115.0,1,3,2,2,8.6,1
Lương Thúc Kỳ,Hòa Hải,Ngũ Hành Sơn,Đà Nẵng,90.0,1,3,2,3,6.3,1
Thủ Khoa Huân,An Hải Đông,Sơn Trà,Đà Nẵng,225.0,1,2,2,3,15.0,1
Ông Ích Khiêm,Thạc Gián,Thanh Khê,Đà Nẵng,67.0,1,3,3,3,12.5,1
Hồ Tùng Mậu,Hòa Minh,Liên Chiểu,Đà Nẵng,82.9,1,3,3,3,6.1,1
Phú Xuân 2,Hòa Minh,Liên Chiểu,Đà Nẵng,100.0,1,4,4,3,6.7,1
Thủ Khoa Huân,An Hải Đông,Sơn Trà,Đà Nẵng,175.0,1,2,1,3,8.7,1
Mỹ An 23,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,96.0,1,3,3,3,6.0,1
An Hải Đông 1,An Hải Đông,Sơn Trà,Đà Nẵng,336.0,1,3,3,3,30.6,1
Phan Đăng Lưu,Hòa Cường Nam,Hải Châu,Đà Nẵng,187.5,1,2,2,3,21.0,1
An Thượng 29,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,162.0,1,45,45,12,52.0,1
Hải Sơn,Thanh Bình,Hải Châu,Đà Nẵng,67.0,1,3,2,2,5.0,1
Phạm Cự Lượng,An Hải Đông,Sơn Trà,Đà Nẵng,285.0,1,2,1,3,21.0,1
Lê Đại Hành,Hòa Phát,Cẩm Lệ,Đà Nẵng,100.0,1,16,16,6,10.0,1
Ngô Thị Liễu,Hòa Cường Bắc,Hải Châu,Đà Nẵng,82.5,1,3,2,2,5.7,1
Lý Thái Tông,Hòa Minh,Liên Chiểu,Đà Nẵng,91.0,1,2,2,2,4.5,1
Kinh Dương Vương,Hòa Minh,Liên Chiểu,Đà Nẵng,76.5,1,4,4,4,7.8,1
Ngô Đức Kế,Thanh Khê Tây,Thanh Khê,Đà Nẵng,85.0,1,4,2,2,3.8,1
Lê Duẩn,Tân Chính,Thanh Khê,Đà Nẵng,70.0,1,4,3,3,21.0,1
Giáp Văn Cương,Hòa Minh,Liên Chiểu,Đà Nẵng,85.0,1,3,2,2,3.25,1
Trần Nguyên Đán,Hòa Minh,Liên Chiểu,Đà Nẵng,94.5,1,3,3,3,6.3,1
